,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
159,160,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-07,Position take-down processing,System captures the stock record position on the record date of announcement . Client can customize the take-off the process by using different B1s,1,Yes,,B1 583377-DIVC Takeoff On Dupe \nullnouncements:\nTo allow a new announcement being created with a prior \nrecord date to take off if the prior pending item has been \ndeleted.\n0 - Do not allow takeoff.\n1 - Allow takeoff.\nB1 02968-Dividend Advanced \nCoupon Takeoff:\nSpecifies handling for advanced coupon takeoff.\n-0 9 - Create record date (R/D) and streetside \ntakeoffs (T/O) 1-10 days before coupon payable \ndate.\n-A - Create R/D and S/S takeoffs one calendar \nmonth before coupon date for municipal bonds \n(security range 2200000-3999999). Other takeoffs \nproduce two days prior to coupon date.,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
160,161,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-08,Substitute payment processing,Loaned shares attracts the substitute payment . Based on the client business need they can customize this process by using different B1s,1,Yes,,"B1 029718 :Dividend Substitute Type of \nAccount for substitute payment \nprocessing.\n 0 - No substitute payment processing.\n 1 - For cash dividends, process only margin \naccounts (types 2, 5) for substitute payment using \nproportionate allocation method. NOTE The \nproportionate method is no longer available. Use \nB1 values 3, 4, 5, or 7 only.\n2 - For cash dividends, process margin and cash \naccounts (types 1, 2, 5) for substitute payment \nusing proportionate allocation method. This value \nis no longer available.\n3 - Same as 1 except uses the lottery method.\n4 - Same as 2 except uses the lottery method.\n5 - For cash dividends, process cash account (type \n1) for substitute payment using TC memo quantity \nas substitute payment quantity.\n6 - Same as 1 except include type 1 shorts. This \nvalue is no longer available.\n7 - Same as 3 except include type 1 shorts",For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
161,162,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-09,Ex-date processing,Client can customize the B1s for special processing on ex-date,1,Yes,,"B1 029942 : Dividend Stock Dividend on \nEx-date - 1\n-0 (default) - No dividend processing on ex-date\nminus 1\n-1 - A P&S record will be created on both long and \nshort S/R positions and on due bill purchases and \nsales on ex-date minus 1. (A P&S confirm or notice \nwill also be created.)\n-Same as 1, except a P&S confirm or notice will not \nbe created",For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
162,163,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-10,Due-bills processing,"According to business need , client can ignore / consider due bills based on event type, Batch / entry code ",1,Yes,,B1 028500 : Dividend Due-Bill Booking -\nCash Dividend\n0 - Book cash dividend amounts calculated on \nstock record positions and due-bill transactions as \ncash dividends.\n1 - Book cash dividend amounts calculated on \nstock record positions as cash dividends. \n2 - The value of 2 will do the same as a value 1 \nexcept due bills will not be net in the client account.,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
163,164,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-11,Optional Dividend processing,Client can use optional dividend processing to process payment in cash or stock or both.  ,1,Yes,,B1 029928:Div Optional Dividend \nProcess\n0 (default) - Process optional dividends via multiple \ndividend takeoffs (cash/stock)\n1 - Process optional dividends via dividend reinvestment \nsystem (cash takeoff only)\n2 - Process optional dividends via dividend reinvestment \nsystem (cash takeoff only).,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
164,165,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-12,Booking processing,Client can choose auto booking process either based on event type or account ranges ,1,Yes,,B1 025000-DIV ACCOUNT BOOKING \nRANGE\nFormat: BBBAAAA1-BBBAAAA2\nBBBAAAA1 - LOW ACCOUNT\nBBBAAAA2 - HIGH ACCOUNT\nB1 583280-Customer Booking Range \nSection\nAdd - Add the section\nDelete - Delete the section\nB1 583282-Dividends Account Booking \nRange\nFormat: BBBAAAAA1 - BBBAAAAA2 (up to 500 ranges)\nBBBAAAAA1 - Beginning of branch/account range\nBBBAAAAA2 - End of branch/account range,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
165,166,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-13,Write-off processing,"If the difference amount between money received  Vs system paid to the customer is below specific $ amount , client can use the B1 to write-off ",1,Yes,,B1 583140-Cash Settlement Write Off:\nBBBAAAAAT - Branch/account/type matches \ndividend offset account\nBBBAAAAAT - Branch/account/type write off \naccount number\nNNNNNNN.NN - Write off dollar amount,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
166,167,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-14,DTC Payment processing,Dividend system is having set of B1s that will define how to accept and process different payments of DTC ,1,Yes,,"B1 583900,\nB1 583902-DIVW DTC CASH STLMT \nEVT:\nFormat = EEEE-SSSS-BBBAAAAA1-BBBAAAAA2-\nBBBAAAAA3-BBBAAAAA4-BBBAAAAA5",For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
167,168,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-15,0ffset Accounts setup,"Dividend system is having set of B1 on how to select the offset based on event type , account ranges ",1,Yes,,"B1 025500-Dividends Offset Account \nOption:\nEstablishes offset account format.\n0 - No offset accounts.\n1 - Convert streetside accounts. Use booking \naccounts type equal to 1.\n2 - Same as 1 except booking account type is \nbased on dividend type.\n3 - Convert customer long accounts to dated \n(MMDD) accounts (All Dividend Types).\n4 - Convert customer long accounts to fixed \naccounts (All Dividend Types).\n5 - Same as 4 except account digit 6 changes to \nlast digit of payable year. For example, 6 for 1986 \nulld digits 7-8 changes to payable month.\n6 - Same as 3 except GNMA dividend type 28 took \nprincipal position to streetside accounts.\n7 - Same as 4 except GNMA dividend type 28 took \nprincipal position to streetside accounts.",For more B1 refer to the Dividend B1 folder in helpful link,,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
168,169,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-16,Tax processing,"Dividend system is having set of B1 on how to process different type of taxes based on the account type , payment type  , account ranges ",1,Yes,,B1 001203-MISC TEFRA W/H\nActivates TEFRA tax withholding for accounts eligible for \nautomatic TEFRA withholding.\nINDICATES IF CLIENT WITHOLDS TEFRA\n0 - NO\n1   YES,For more B1 refer to the Dividend B1 folder in helpful link,,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
169,170,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-17,Currency Processing ,Dividend system is having set of B1 that will determine the currency processing based on the account setting,1,Yes,,B1 029703-Dividend Currency \nProcessing\nControls foreign currency pricing for Dividend processing.\nFormat: X\n0 - U.S. client does not use foreign currency \nprocessing. \n1 - U.S. client uses full foreign currency \nprocessing. \n2 - U.S. client does not use foreign currency \nprocessing.,For more B1 refer to the Dividend B1 folder in helpful link,,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
170,171,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-18,Account Ranges,Define the account ranges related to Dividend processing in B1 ,1,Yes,,"B1 009120-MGCA CHART OF ACCOUNTS\nThis setting defines the chart of accounts for customer, trading, and dividend accounts.\nC-Customer account\nD-Dividend account\nT-Trading account\n",For more B1 refer to the Dividend B1 folder in helpful link,,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
171,172,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-19, Addidtional B1's review and setup ,Conversion team will do a walkthrough of list of B1s . Based on the client requirement client will select the appropriate B1 options,2,Yes,,"Production:\n Modify the Control card based on the B1 Layout and run the offline B1EDIT report using sample job from ""HAJASTI.A.PDS(B1EDITP2)"".\n Send the Edit report to B1/Cardlib Updates <B1CardlibUpdates@broadridge.com> to update the B1s\n Refer to the below dataset for sample cards and JCL Location:\nT.TMPSPS.SAMPLE.B1UPDT\nQA only:\n Raise a Remedy ticket to Update the B1s in QA.\n Sample Ticket: RQST00005622937\n Link:  https://remtier.broadridge.net/arsys/forms/remprod.broadridge.net/sprt_Service+Request/WebSR/?cacheid=5d583005\n Run the edit report before assigning the ticket to B1 team and remove the errored B1s from the list"," QA B1 setup requires a spreadsheet containing all B1 updates along with a remedy request.\n Within the QA B1 update spreadsheet, you will need the remedy number, the B1 number, Delete Indicator (if looking to delete a B1) and the value you are looking to add or delete. This will need to be attached to the remedy ticket.\n B1 Update Procedure Document\n - BR-Track/Remedy Service Request link\n - Input Client Number and B1 update details\n - Implementation Date and Reason for Update\n - Approval Requirements\n Cardlibs  are processed through the monthly BPS cycles for QA and Production.\nSee the BPS Cycle Schedule on the Broadridge Documentation website.\n QA B1 Updates need to be submitted before 3PM EST to be processed on the same day.","Conversions team, B1/cardlib updates Team",B1/Cardlib Updates <B1CardlibUpdates@broadridge.com>,Email/Remedy,RQST00005622937,Input required\nExcel spreadsheet with list of B1 card # and B1 values,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/B1 guide?csf=1&web=1&e=Dnqm2A
172,173,BPS,Corporate Actions,Dividends,Product setup,No,Reports setup,,BPS-DIV-20,Reports setup,"Conversion team will walk thru the list of reports . Based on the client business need, conversion team will setup required TRAC & Post Edge setup  ",1,Yes, Client PostEdge instance to be in place\n PostEdge entitlements for the clients are in place\n TRAC Partition for the client is in place\n Push table skeleton JCL is in place for the client,"Part 1:\n Establish TRAC Headers\n Modify the Control cards to have the correct TRAC headers for the new client.\n Refer to the below header format to create a control card.\n Run the TRACEDIT job \n Send an Email to B1cardlib team to add the TRAC headers\n Sample : T.TMPSPS.SAMPLE.B1UPDT\n\n Trac Header Format\n1   5 Constant  TCREP \n6   22 Dataset name\n24 - 26 Client number\n28 - 30 Branch or group\n31 - 33 Branch (when 28-30 is group)\n34 - 38 Account number (used for IAC-TS)\n39 Fill with zero (used for IAC-TS)\n43 1 = print, 0 = do not print\n44 1 = TRAC, 0 = do not TRAC\n45 1 = TRAC, 0 = do not TRAC\n48 - 54 TRAC\n64 - 73 Carriage control\n75 Frequency (D = daily, W = weekly, M = monthly, S = special)\n77 D for delete\n78 - 80 Transmit to client number\nPart 2:\n Open a Service request under Adhoc Cold Table push category to push the reports to cold table.\n Sample Ticket: \n   - REQ000000842506\n Both the request should be opened through ONEBR Portal.\n Link: https://brhelix-dwp.onbmc.com/dwp/app/#/catalog\n                         OR\n Raise a service request for BSG ICD Transmission team to push the reports to SFG.\n Sample Ticket:\n - SFTP - Request number - 60346693 - work order WO0000002099327\n NDM Setup -\n  - REQ000001143498\nPart 3:\n Once the reports are added to Push table, Collect the list of all Reports for this Client pushed to cold table and send an email to PostEdge Report mining team to setup the new reports in PostEdge. \n Get in touch with Client Services team and open up a WR for the PostEdge team. \n Sample WR: WR 218588","PostEdge Web Development team, CIT Mainframe Transmissions, BSG ICD Transmission Solutions", CIT Mainframe Transmissions <citmf.transmissions@broadridge.com>; BSG ICD Transmission Solutions <BSGICDTransmissionSolutions2@broadridge.com>\nBRCC Digital Report Mining Support <BRCC-RMSupport@broadridge.com>,Service Request\n,REQ000000842506\nREQ000001126885,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Report guide?csf=1&web=1&e=Kbnulo
173,174,BPS,Corporate Actions,Dividends,Product setup,No,Entitlement setup,,BPS-DIV-21,User entitlements setup ,Conversions team to setup the user entitlements,1,No," Get an Admin ID to setup the Funcs and SCONS through SECU , Get access to SECL and SECU by opening a Remedy ticket.\n Associate ID, GFW ID and list of Func/SCON need to be in place\n Requirements from client should be In place to do the entitlement setup"," Conversions team to setup the user entitlements and identify list of FUNC/SCON and work with super user to do the necessary changes for Read, Write, Managerial Access based on groups identified.\n Refer to the Corporate Action User guide for the list of FUNC/SCONs.\n For production region, once the updates are made through SECU, user can type SECS to apply the changes in SECL.",DIVDUPD-Update announcements\nDIVPU-Update the pending item\nDIVPCURR-Currency processing,"IDM Admin, Conversion team",IdentityManager (IDM) <IDM@broadridge.com>,Email/Remedy,RQST00005786827,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Scon list?csf=1&web=1&e=5k2PcC
174,175,BPS,Corporate Actions,Dividends,Product setup,No,Core setup,,BPS-DIV-22,Coordination with DTC  for Payment processing,"Get authorization to receive client data from DTC , Vendor , Other industry groups",1,No,,"Conversoin team , client will work the industry partner to get client data to BR   ",,"Conversions team, Clients, other partners",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Scon list?csf=1&web=1&e=5k2PcC
175,176,BPS,CAGE,PBAS setup,Admin,N,Project Management,,BPS-CAGE-PBAS1,Initial Client Meetings & Requirement documentation.,Introduction meeting with Client about the product requirements. Prepare and review the Current state vs Future state analysis document.,2,Yes,,"This is a kick-off meeting with client team. In this meeting conversion team will get overview of client current system / process and give client overview of BR system. \nIn these meetings both teams will get agreement on the scope of the conversion and identify the trade feed requirements such as the transmission type, number of feeds, message translation requirements, etc.\nThe SME should request the CAGE counterparts daily task list to be reviewed in subsequent meetings. \nIt is important to ensure the client understands the scope of what Broadridge considers under CAGE PBAS, which is not just limited to Prime broker confirm, affirm, cancel confirm processing and trade flips. There are ancillary processes that clients may do outside of their PBAS such as Buy-ins, FINRA extensions.","1. Prime Broker setup details and trade Volumes, (e.g. Agent IDs, Confirms, Affirms)\n2. How trades will be processed (real-time MQ, intra-day file, eod file)\n3. Name and address PB specific fields IP 8 & 9.\n4. Trade reshaping and Pair-Off processing if applicable.\n5. BusinessMix: ->Products Supported EQ,FI) -> Prime broker done with and done away, executions -> Reg U\n6. PNS Blotters used for PB trades and Desired PB Trade Booiking Model (client trades, client street-side trades) \n7. Treatment of middle monies                                                                                                     \n8. PBAS online screen. \nNote: SME should refer to the Master Service Agreement and/or SOW to confirm which services have been agreed to. ",Conversion Team,,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding%20Setup%20Assist/CAGE/PBAS?csf=1&web=1&e=3m9nbY
